reaction,metabolite,name,formula,carbon_atom
FADE30,fadh2_c,Flavin adenine dinucleotide reduced,C27H35N9O15P2,Presence
FADE30,hipecoa_c,"(2E)-3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]prop-2-enoyl-CoA",C34H51N7O19P3S,Presence
FADE51,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
FADE51,ocholc8coa_c,CoA-24-one-cholest-4-en-3-one C8 side chain,C48H72N7O19P3S,Presence
FADE51,cholc5coa_c,CoA-cholest-4-en-3-one C5 side chain,C45H68N7O18P3S,Presence
FADE51,ppcoa_c,Propanoyl-CoA,C24H36N7O17P3S,Presence
FADE52,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
FADE52,ocholc5coa_c,CoA-22-one-cholest-4-en-3-one C5 side chain,C45H66N7O19P3S,Presence
FADE52,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
FADE52,cholc3coa_c,CoA-cholest-4-en-3-one C3 side chain,C43H64N7O18P3S,Presence
FALDtex,fald_e,Formaldehyde,CH2O,Presence
FALDtex,fald_p,Formaldehyde,CH2O,Presence
FCOAHA,ferulcoa_c,Feruloyl-CoA,C31H40N7O19P3S,Presence
FCOAHA,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
FCOAHA,vanln_c,Vanillin,C8H8O3,Presence
FERULCOAS,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
FERULCOAS,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
FERULCOAS,fer_c,Ferulate,C10H9O4,Presence
FERULCOAS,amp_c,AMP C10H12N5O7P,C10H12N5O7P,Presence
FERULCOAS,ferulcoa_c,Feruloyl-CoA,C31H40N7O19P3S,Presence
FRD,fadh2_c,Flavin adenine dinucleotide reduced,C27H35N9O15P2,Presence
FRD,fum_c,Fumarate,C4H2O4,Presence
FRD,fad_c,Flavin adenine dinucleotide oxidized,C27H33N9O15P2,Presence
FRD,succ_c,Succinate,C4H4O4,Presence
FRDx,fum_c,Fumarate,C4H2O4,Presence
FRDx,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
FRDx,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
FRDx,succ_c,Succinate,C4H4O4,Presence
G1Ptex,g1p_e,D-Glucose 1-phosphate,C6H11O9P,Presence
G1Ptex,g1p_p,D-Glucose 1-phosphate,C6H11O9P,Presence
G3PEtex,g3pe_e,Sn-Glycero-3-phosphoethanolamine,C5H14NO6P,Presence
G3PEtex,g3pe_p,Sn-Glycero-3-phosphoethanolamine,C5H14NO6P,Presence
GADOX,ga_c,Gallic acid,C7H5O5,Presence
GADOX,omaketo_c,4-oxalomesaconate (keto form),C7H3O7,Presence
GAL1Ptex,gal1p_e,Alpha-D-Galactose 1-phosphate,C6H11O9P,Presence
GAL1Ptex,gal1p_p,Alpha-D-Galactose 1-phosphate,C6H11O9P,Presence
GALTptspp,galt_p,Galactitol,C6H14O6,Presence
GALTptspp,pep_c,Phosphoenolpyruvate,C3H2O6P,Presence
GALTptspp,galt1p_c,Galactitol 1-phosphate,C6H13O9P,Presence
GALTptspp,pyr_c,Pyruvate,C3H3O3,Presence
GALTtex,galt_e,Galactitol,C6H14O6,Presence
GALTtex,galt_p,Galactitol,C6H14O6,Presence
GAMptspp,gam_p,D-Glucosamine,C6H14NO5,Presence
GAMptspp,pep_c,Phosphoenolpyruvate,C3H2O6P,Presence
GAMptspp,gam6p_c,D-Glucosamine 6-phosphate,C6H13NO8P,Presence
GAMptspp,pyr_c,Pyruvate,C3H3O3,Presence
GAMtex,gam_e,D-Glucosamine,C6H14NO5,Presence
GAMtex,gam_p,D-Glucosamine,C6H14NO5,Presence
GAt1,ga_e,Gallic acid,C7H5O5,Presence
GAt1,ga_p,Gallic acid,C7H5O5,Presence
GAt2pp,ga_p,Gallic acid,C7H5O5,Presence
GAt2pp,ga_c,Gallic acid,C7H5O5,Presence
GCVHADPr,gcvHL_nhLA_c,N-Lipoyl gcvh-L protein,C8H16NO8P2S2,Presence
GCVHADPr,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
GCVHADPr,gcvHL_ADPr_c,N-Lipoyl ADP-ribose gcvh-L protein,C23H36N6O21P4S2,Presence
GCVHADPr,ncam_c,Nicotinamide,C6H6N2O,Presence
GCVHRADPr,gcvHL_ADPr_c,N-Lipoyl ADP-ribose gcvh-L protein,C23H36N6O21P4S2,Presence
GCVHRADPr,adprib_c,ADPribose C15H21N5O14P2,C15H21N5O14P2,Presence
GCVHRADPr,gcvHL_nhLA_c,N-Lipoyl gcvh-L protein,C8H16NO8P2S2,Presence
GDPtex,gdp_e,GDP C10H12N5O11P2,C10H12N5O11P2,Presence
GDPtex,gdp_p,GDP C10H12N5O11P2,C10H12N5O11P2,Presence
GLCNtex,glcn_e,D-Gluconate,C6H11O7,Presence
GLCNtex,glcn_p,D-Gluconate,C6H11O7,Presence
GLCUR1Ptex,glcur1p_e,D-Glucuronate 1-phosphate,C6H8O10P,Presence
GLCUR1Ptex,glcur1p_p,D-Glucuronate 1-phosphate,C6H8O10P,Presence
GLCt2,glc__D_e,D-Glucose,C6H12O6,Presence
GLCt2,glc__D_c,D-Glucose,C6H12O6,Presence
GLCtex,glc__D_e,D-Glucose,C6H12O6,Presence
GLCtex,glc__D_p,D-Glucose,C6H12O6,Presence
GLUtex,glu__L_e,L-Glutamate,C5H8NO4,Presence
GLUtex,glu__L_p,L-Glutamate,C5H8NO4,Presence
GLYALDtex,glyald_e,D-Glyceraldehyde,C3H6O3,Presence
GLYALDtex,glyald_p,D-Glyceraldehyde,C3H6O3,Presence
GLYC3Pt6pp,glyc3p_p,Glycerol 3-phosphate,C3H7O6P,Presence
GLYC3Pt6pp,glyc3p_c,Glycerol 3-phosphate,C3H7O6P,Presence
GLYC3Ptex,glyc3p_e,Glycerol 3-phosphate,C3H7O6P,Presence
GLYC3Ptex,glyc3p_p,Glycerol 3-phosphate,C3H7O6P,Presence
GLYCAt2rpp,glyc__R_p,(R)-Glycerate,C3H5O4,Presence
GLYCAt2rpp,glyc__R_c,(R)-Glycerate,C3H5O4,Presence
GLYCAtex,glyc__R_e,(R)-Glycerate,C3H5O4,Presence
GLYCAtex,glyc__R_p,(R)-Glycerate,C3H5O4,Presence
GLYCK,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
GLYCK,glyc__R_c,(R)-Glycerate,C3H5O4,Presence
GLYCK,3pg_c,3-Phospho-D-glycerate,C3H4O7P,Presence
GLYCK,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
GLYCS_I,gthrd_c,Reduced glutathione,C10H16N3O6S,Presence
GLYCS_I,mthgxl_c,Methylglyoxal,C3H4O2,Presence
GLYCS_I,lgt_s_c,(R)-S-Lactoylglutathione,C13H20N3O8S,Presence
GLYCS_II,lgt_s_c,(R)-S-Lactoylglutathione,C13H20N3O8S,Presence
GLYCS_II,gthrd_c,Reduced glutathione,C10H16N3O6S,Presence
GLYCS_II,lac__L_c,L-Lactate,C3H5O3,Presence
GLYDHDA,gly_c,Glycine,C2H5NO2,Presence
GLYDHDA,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
GLYDHDA,glx_c,Glyoxylate,C2HO3,Presence
GLYDHDA,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
GTHRDtex,gthrd_e,Reduced glutathione,C10H16N3O6S,Presence
GTHRDtex,gthrd_p,Reduced glutathione,C10H16N3O6S,Presence
GTPtex,gtp_e,GTP C10H12N5O14P3,C10H12N5O14P3,Presence
GTPtex,gtp_p,GTP C10H12N5O14P3,C10H12N5O14P3,Presence
H2ASE_syn,nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,Presence
H2ASE_syn,nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,Presence
HDAD,49dsha_c,"9,10-disecoandrosta-1(10),2-dien-4-oate",C19H23O6,Presence
HDAD,hhd_c,"(2Z,4Z)-2-Hydroxyhexa-2,4-dienoic acid",C6H8O3,Presence
HDAD,hip_c,"3-[(3aS,4S,7aS)-7a-Methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoic acid",C13H17O4,Presence
HIAA,hipocoa_c,"3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]-3-oxopropanoyl-CoA",C34H51N7O20P3S,Presence
HIAA,accoa_c,Acetyl-CoA,C23H34N7O17P3S,Presence
HIAA,hia_c,"3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-indene-4-carboxylate",C11H19O4,Presence
HIAt,hia_e,"3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-indene-4-carboxylate",C11H19O4,Presence
HIAt,hia_c,"3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-indene-4-carboxylate",C11H19O4,Presence
HIPB,hipcoa_c,"3-[(3aS,4S,7aS)-7a-Methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl-CoA;",C34H51N7O19P3S,Presence
HIPB,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
HIPB,5ohhipcoa_c,"5-hydroxy-3-[(3aS,4S,5R,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl-CoA",C34H53N7O19P3S,Presence
HIPB,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
HMR_9610,succ_e,Succinate,C4H4O4,Presence
HMR_9610,succ_c,Succinate,C4H4O4,Presence
HOPNTAL2,4hoxoh_c,4-Hydroxy-2-oxohexanoic acid,C6H9O4,Presence
HOPNTAL2,ppal_c,Propanal,C3H6O,Presence
HOPNTAL2,pyr_c,Pyruvate,C3H3O3,Presence
HPAtex,4hphac_e,4-Hydroxyphenylacetate,C8H7O3,Presence
HPAtex,4hphac_p,4-Hydroxyphenylacetate,C8H7O3,Presence
HSA,3hsa_c,Secophenol,C19H23O3,Presence
HSA,fmnh2_c,Reduced FMN,C17H23N4O9P,Presence
HSA,34dhsa_c,"3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione",C19H23O4,Presence
HSA,fmn_c,FMN C17H19N4O9P,C17H21N4O9P,Presence
HSAC,34dhsa_c,"3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione",C19H23O4,Presence
HSAC,49dsha_c,"9,10-disecoandrosta-1(10),2-dien-4-oate",C19H23O6,Presence
HSAE,hhd_c,"(2Z,4Z)-2-Hydroxyhexa-2,4-dienoic acid",C6H8O3,Presence
HSAE,4hoxoh_c,4-Hydroxy-2-oxohexanoic acid,C6H9O4,Presence
INDPYRD,indpyr_c,Indolepyruvate C11H8NO3,C11H8NO3,Presence
INDPYRD,co2_c,CO2 CO2,CO2,Presence
INDPYRD,id3acald_c,Indole 3 acetaldehyde C10H9NO,C10H9NO,Presence
INSTt2,inost_e,Myo-Inositol,C6H12O6,Presence
INSTt2,inost_c,Myo-Inositol,C6H12O6,Presence
INSTtex,inost_e,Myo-Inositol,C6H12O6,Presence
INSTtex,inost_p,Myo-Inositol,C6H12O6,Presence
KSH,andrs14dn317dn_c,"Androsta-1,4-diene-3,17-dione",C19H23O2,Presence
KSH,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
KSH,9ohadd_c,"9alpha-Hydroxyandrosta-1,4-diene-3,17-dione",C19H23O3,Presence
KSH,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
KSTD,andrstndn_c,"Androst-4-ene-3,17-dione",C19H25O2,Presence
KSTD,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
KSTD,andrs14dn317dn_c,"Androsta-1,4-diene-3,17-dione",C19H23O2,Presence
KSTD,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
LEVUACOAL,4oxptn_c,4 Oxopentanoate,C5H7O3,Presence
LEVUACOAL,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
LEVUACOAL,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
LEVUACOAL,4oxptcoa_c,4 Oxopentanoyl CoA,C26H38N7O18P3S,Presence
LEVUACOAL,amp_c,AMP C10H12N5O7P,C10H12N5O7P,Presence
L_LACt3,lac__L_c,L-Lactate,C3H5O3,Presence
L_LACt3,lac__L_e,L-Lactate,C3H5O3,Presence
MALt5,mal__L_e,L-Malate,C4H4O5,Presence
MALt5,mal__L_p,L-Malate,C4H4O5,Presence
MANGLYCptspp,manglyc_p,2(alpha-D-Mannosyl)-D-glycerate,C9H15O9,Presence
MANGLYCptspp,pep_c,Phosphoenolpyruvate,C3H2O6P,Presence
MANGLYCptspp,man6pglyc_c,2(alpha-D-Mannosyl-6-phosphate)-D-glycerate,C9H14O12P,Presence
MANGLYCptspp,pyr_c,Pyruvate,C3H3O3,Presence
MANGLYCtex,manglyc_e,2(alpha-D-Mannosyl)-D-glycerate,C9H15O9,Presence
MANGLYCtex,manglyc_p,2(alpha-D-Mannosyl)-D-glycerate,C9H15O9,Presence
MANPGH,man6pglyc_c,2(alpha-D-Mannosyl-6-phosphate)-D-glycerate,C9H14O12P,Presence
MANPGH,glyc__R_c,(R)-Glycerate,C3H5O4,Presence
MANPGH,man6p_c,D-Mannose 6-phosphate,C6H11O9P,Presence
MDH3,mal__L_c,L-Malate,C4H4O5,Presence
MDH3,mqn8_c,Menaquinone 8,C51H72O2,Presence
MDH3,mql8_c,Menaquinol 8,C51H74O2,Presence
MDH3,oaa_c,Oxaloacetate,C4H2O5,Presence
MELIB_Et,melib_e,Melibiose C12H22O11,C12H22O11,Presence
MELIB_Et,melib_c,Melibiose C12H22O11,C12H22O11,Presence
METtex,met__L_e,L-Methionine,C5H11NO2S,Presence
METtex,met__L_p,L-Methionine,C5H11NO2S,Presence
MFUMt8,fum_e,Fumarate,C4H2O4,Presence
MFUMt8,fum_c,Fumarate,C4H2O4,Presence
MINOHPtexi,minohp_e,Myo-Inositol hexakisphosphate,C6H6O24P6,Presence
MINOHPtexi,minohp_p,Myo-Inositol hexakisphosphate,C6H6O24P6,Presence
MNLptspp,mnl_p,D-Mannitol,C6H14O6,Presence
MNLptspp,pep_c,Phosphoenolpyruvate,C3H2O6P,Presence
MNLptspp,mnl1p_c,D-Mannitol 1-phosphate,C6H13O9P,Presence
MNLptspp,pyr_c,Pyruvate,C3H3O3,Presence
MNLtex,mnl_e,D-Mannitol,C6H14O6,Presence
MNLtex,mnl_p,D-Mannitol,C6H14O6,Presence
MSADC,msa_c,Malonate semialdehyde,C3H3O3,Presence
MSADC,acald_c,Acetaldehyde,C2H4O,Presence
MSADC,co2_c,CO2 CO2,CO2,Presence
NACGS,glu__L_c,L-Glutamate,C5H8NO4,Presence
NACGS,pser__L_c,O-Phospho-L-serine,C3H6NO6P,Presence
NACGS,nacg_c,N-(1-amino-1-carboxy-2-ethyl)-glutamic acid,C8H12N2O6,Presence
NMNPtpp,nmn_p,NMN C11H14N2O8P,C11H14N2O8P,Presence
NMNPtpp,nmn_c,NMN C11H14N2O8P,C11H14N2O8P,Presence
NMNtex,nmn_e,NMN C11H14N2O8P,C11H14N2O8P,Presence
NMNtex,nmn_p,NMN C11H14N2O8P,C11H14N2O8P,Presence
NTP3pp,gtp_p,GTP C10H12N5O14P3,C10H12N5O14P3,Presence
NTP3pp,gdp_p,GDP C10H12N5O11P2,C10H12N5O11P2,Presence
OCAALD,oca_c,4-oxalcitromalate,C7H5O8,Presence
OCAALD,oaa_c,Oxaloacetate,C4H2O5,Presence
OCAALD,pyr_c,Pyruvate,C3H3O3,Presence
OMAHY,omaenol_c,"4-Carboxy-2-hydroxyhexa-2,4-dienedioate",C7H3O7,Presence
OMAHY,oca_c,4-oxalcitromalate,C7H5O8,Presence
OMAIS,omaketo_c,4-oxalomesaconate (keto form),C7H3O7,Presence
OMAIS,omaenol_c,"4-Carboxy-2-hydroxyhexa-2,4-dienedioate",C7H3O7,Presence
OOR3r,akg_c,2-Oxoglutarate,C5H4O5,Presence
OOR3r,coa_c,Coenzyme A,C21H32N7O16P3S,Presence
OOR3r,co2_c,CO2 CO2,CO2,Presence
OOR3r,succoa_c,Succinyl-CoA,C25H35N7O19P3S,Presence
ORNCD_2,orn_c,Ornithine,C5H13N2O2,Presence
ORNCD_2,pro__L_c,L-Proline,C5H9NO2,Presence
ORNTA_1,akg_c,2-Oxoglutarate,C5H4O5,Presence
ORNTA_1,orn__L_c,L Ornithine C5H13N2O2,C5H13N2O2,Presence
ORNTA_1,glu5sa_c,L-Glutamate 5-semialdehyde,C5H9NO3,Presence
ORNTA_1,glu__L_c,L-Glutamate,C5H8NO4,Presence
OXCDC,oxalcoa_c,Oxalyl-CoA,C23H31N7O19P3S,Presence
OXCDC,co2_c,CO2 CO2,CO2,Presence
OXCDC,forcoa_c,Formyl-CoA(4-),C22H32N7O17P3S,Presence
PACt1,pac_e,Phenylacetic acid,C8H7O2,Presence
PACt1,pac_p,Phenylacetic acid,C8H7O2,Presence
PALDO2,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
PALDO2,pald_c,Phosphonoacetaldehyde,C2H3O4P,Presence
PALDO2,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
PALDO2,phnac_c,Phosphonoacetate,C2H2O5P,Presence
PANTS_1,ala_B_c,Beta-Alanine,C3H7NO2,Presence
PANTS_1,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
PANTS_1,pant__R_c,(R)-Pantoate,C6H11O4,Presence
PANTS_1,amp_c,AMP C10H12N5O7P,C10H12N5O7P,Presence
PANTS_1,pnto__R_c,(R)-Pantothenate,C9H16NO5,Presence
PENGt1,peng_e,Penicillin G C16H18N2O4S,C16H17N2O4S,Presence
PENGt1,peng_p,Penicillin G C16H18N2O4S,C16H17N2O4S,Presence
PHEtex,phe__L_e,L-Phenylalanine,C9H11NO2,Presence
PHEtex,phe__L_p,L-Phenylalanine,C9H11NO2,Presence
PHNACH,phnac_c,Phosphonoacetate,C2H2O5P,Presence
PHNACH,ac_c,Acetate,C2H3O2,Presence
PHYTSpp,minohp_p,Myo-Inositol hexakisphosphate,C6H6O24P6,Presence
PHYTSpp,inost_p,Myo-Inositol,C6H12O6,Presence
PICH,phitcoa_c,E-Phenylitaconyl-CoA,C32H39N7O19P3S,Presence
PICH,hmpscoa_c,(Hydroxymethylphenyl)succinyl-CoA,C32H41N7O20P3S,Presence
PPALtex,ppal_e,Propanal,C3H6O,Presence
PPALtex,ppal_p,Propanal,C3H6O,Presence
PRCOA1,hcholc3coa_c,CoA-20-hydroxy-cholest-4-en-3-one C5 side chain,C43H65N7O19P3S,Presence
PRCOA1,andrstndn_c,"Androst-4-ene-3,17-dione",C19H25O2,Presence
PRCOA1,ppcoa_c,Propanoyl-CoA,C24H36N7O17P3S,Presence
PSP_1,pser_c,O-Phospho-L-serine,C3H6NO6P,Presence
PSP_1,ser__L_c,L-Serine,C3H7NO3,Presence
PSTA,3php_c,3-Phosphohydroxypyruvate,C3H2O7P,Presence
PSTA,glu__L_c,L-Glutamate,C5H8NO4,Presence
PSTA,akg_c,2-Oxoglutarate,C5H4O5,Presence
PSTA,pser_c,O-Phospho-L-serine,C3H6NO6P,Presence
PTRCtex,ptrc_e,Putrescine,C4H14N2,Presence
PTRCtex,ptrc_p,Putrescine,C4H14N2,Presence
PUNP2_1,dad_2_c,Deoxyadenosine,C10H13N5O3,Presence
PUNP2_1,2dr1p_c,2-Deoxy-D-ribose 1-phosphate,C5H9O7P,Presence
PUNP2_1,ade_c,Adenine,C5H5N5,Presence
PYDAMtex,pydam_e,Pyridoxamine,C8H13N2O2,Presence
PYDAMtex,pydam_p,Pyridoxamine,C8H13N2O2,Presence
PYDAMtpp,pydam_p,Pyridoxamine,C8H13N2O2,Presence
PYDAMtpp,pydam_c,Pyridoxamine,C8H13N2O2,Presence
PYDXNtex,pydxn_e,Pyridoxine,C8H11NO3,Presence
PYDXNtex,pydxn_p,Pyridoxine,C8H11NO3,Presence
PYDXNtpp,pydxn_p,Pyridoxine,C8H11NO3,Presence
PYDXNtpp,pydxn_c,Pyridoxine,C8H11NO3,Presence
PYNP1_1,cytd_c,Cytidine,C9H13N3O5,Presence
PYNP1_1,csn_c,Cytosine,C4H5N3O,Presence
PYNP1_1,r1p_c,Alpha-D-Ribose 1-phosphate,C5H9O8P,Presence
RHA40tex,bhb_p,(R)-3-Hydroxybutanoate,C4H7O3,Presence
RHA40tex,bhb_e,(R)-3-Hydroxybutanoate,C4H7O3,Presence
RHA50tex,R_3hpt_p, 3 Hydroxypentanoic acid,C5H9O3,Presence
RHA50tex,R_3hpt_e, 3 Hydroxypentanoic acid,C5H9O3,Presence
RHA50tpp,R_3hpt_p, 3 Hydroxypentanoic acid,C5H9O3,Presence
RHA50tpp,R_3hpt_c, 3 Hydroxypentanoic acid,C5H9O3,Presence
SADH,sucarg_c,N2-Succinyl-L-arginine,C10H17N4O5,Presence
SADH,co2_c,CO2 CO2,CO2,Presence
SADH,sucorn_c,N2-Succinyl-L-ornithine,C9H15N2O5,Presence
SBTptspp,pep_c,Phosphoenolpyruvate,C3H2O6P,Presence
SBTptspp,sbt__D_p,D-Sorbitol,C6H14O6,Presence
SBTptspp,pyr_c,Pyruvate,C3H3O3,Presence
SBTptspp,sbt6p_c,D-Sorbitol 6-phosphate,C6H13O9P,Presence
SBTtex,sbt__D_e,D-Sorbitol,C6H14O6,Presence
SBTtex,sbt__D_p,D-Sorbitol,C6H14O6,Presence
SGDS,sucglu_c,N2-Succinyl-L-glutamate,C9H10NO7,Presence
SGDS,glu__L_c,L-Glutamate,C5H8NO4,Presence
SGDS,succ_c,Succinate,C4H4O4,Presence
SGSAD,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
SGSAD,sucgsa_c,N2-Succinyl-L-glutamate 5-semialdehyde,C9H11NO6,Presence
SGSAD,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
SGSAD,sucglu_c,N2-Succinyl-L-glutamate,C9H10NO7,Presence
SMIA1abc,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
SMIA1abc,istfrnB_e,Iron bound extracellular staphyloferrin B,C19FeH22N2O18,Presence
SMIA1abc,adp_c,ADP C10H12N5O10P2,C10H12N5O10P2,Presence
SMIA1abc,stfrnB_c,Staphyloferrin B,C19H22N2O18,Presence
SOTA,akg_c,2-Oxoglutarate,C5H4O5,Presence
SOTA,sucorn_c,N2-Succinyl-L-ornithine,C9H15N2O5,Presence
SOTA,glu__L_c,L-Glutamate,C5H8NO4,Presence
SOTA,sucgsa_c,N2-Succinyl-L-glutamate 5-semialdehyde,C9H11NO6,Presence
STFRNBt,stfrnB_c,Staphyloferrin B,C19H22N2O18,Presence
STFRNBt,stfrnB_e,Staphyloferrin B,C19H22N2O18,Presence
T4HCINNMtex,T4hcinnm_e,Trans 4 Hydroxycinnamate C9H7O3,C9H7O3,Presence
T4HCINNMtex,T4hcinnm_p,Trans 4 Hydroxycinnamate C9H7O3,C9H7O3,Presence
T4HCINNMtpp,T4hcinnm_p,Trans 4 Hydroxycinnamate C9H7O3,C9H7O3,Presence
T4HCINNMtpp,T4hcinnm_c,Trans 4 Hydroxycinnamate C9H7O3,C9H7O3,Presence
TARTRDtex,tartr__D_e,D-tartrate,C4H4O6,Presence
TARTRDtex,tartr__D_p,D-tartrate,C4H4O6,Presence
TARTRt7pp,succ_c,Succinate,C4H4O4,Presence
TARTRt7pp,tartr__L_p,L-tartrate,C4H4O6,Presence
TARTRt7pp,succ_p,Succinate,C4H4O4,Presence
TARTRt7pp,tartr__L_c,L-tartrate,C4H4O6,Presence
TARTRtex,tartr__L_e,L-tartrate,C4H4O6,Presence
TARTRtex,tartr__L_p,L-tartrate,C4H4O6,Presence
THMDtex,thymd_e,Thymidine C10H14N2O5,C10H14N2O5,Presence
THMDtex,thymd_p,Thymidine C10H14N2O5,C10H14N2O5,Presence
TMAOR1pp,mql8_c,Menaquinol 8,C51H74O2,Presence
TMAOR1pp,tmao_p,Trimethylamine N-oxide,C3H9NO,Presence
TMAOR1pp,mqn8_c,Menaquinone 8,C51H72O2,Presence
TMAOR1pp,tma_p,Trimethylamine,C3H10N,Presence
TMAOtex,tmao_e,Trimethylamine N-oxide,C3H9NO,Presence
TMAOtex,tmao_p,Trimethylamine N-oxide,C3H9NO,Presence
TMAtex,tma_e,Trimethylamine,C3H10N,Presence
TMAtex,tma_p,Trimethylamine,C3H10N,Presence
TMDPK,atp_c,ATP C10H12N5O13P3,C10H12N5O13P3,Presence
TMDPK,thm_c,Thiamin,C12H17N4OS,Presence
TMDPK,amp_c,AMP C10H12N5O7P,C10H12N5O7P,Presence
TMDPK,thmpp_c,Thiamine diphosphate,C12H16N4O7P2S,Presence
TREH,tre_c,Trehalose,C12H22O11,Presence
TREH,glc__D_c,D-Glucose,C6H12O6,Presence
TRPAS1,cys__L_c,L-Cysteine,C3H7NO2S,Presence
TRPAS1,pyr_c,Pyruvate,C3H3O3,Presence
TRPt2r,trp__L_e,L-Tryptophan,C11H12N2O2,Presence
TRPt2r,trp__L_c,L-Tryptophan,C11H12N2O2,Presence
TRPtex,trp__L_e,L-Tryptophan,C11H12N2O2,Presence
TRPtex,trp__L_p,L-Tryptophan,C11H12N2O2,Presence
TYRt2r,tyr__L_e,L-Tyrosine,C9H11NO3,Presence
TYRt2r,tyr__L_c,L-Tyrosine,C9H11NO3,Presence
TYRtex,tyr__L_e,L-Tyrosine,C9H11NO3,Presence
TYRtex,tyr__L_p,L-Tyrosine,C9H11NO3,Presence
UDCPDPex,udcpdp_e,Undecaprenyl diphosphate,C55H90O7P2,Presence
UDCPDPex,udcpp_e,Undecaprenyl phosphate,C55H90O4P,Presence
UMPtex,ump_e,UMP C9H11N2O9P,C9H11N2O9P,Presence
UMPtex,ump_p,UMP C9H11N2O9P,C9H11N2O9P,Presence
VNDH_3,34dhbald_c,"3,4-dihydroxybenzaldehyde",C7H6O3,Presence
VNDH_3,nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,Presence
VNDH_3,34dhbz_c,"3,4-Dihydroxybenzoate",C7H5O4,Presence
VNDH_3,nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,Presence
XTSNtex,xtsn_e,Xanthosine,C10H12N4O6,Presence
XTSNtex,xtsn_p,Xanthosine,C10H12N4O6,Presence
XYLt2pp,xyl__D_p,D-Xylose,C5H10O5,Presence
XYLt2pp,xyl__D_c,D-Xylose,C5H10O5,Presence
sink_4hba_c,4hba_c,4-Hydroxy-benzyl alcohol,C7H8O2,Presence
sink_mththf_c,mththf_c,"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran",C5H10O5,Presence
CITt4_1,cit_e,Citrate,C6H5O7,Presence
CITt4_1,cit_c,Citrate,C6H5O7,Presence
DCTUP,dctp_c,DCTP C9H12N3O13P3,C9H12N3O13P3,Presence
DCTUP,uri_c,Uridine,C9H12N2O6,Presence
DCTUP,dcdp_c,DCDP C9H12N3O10P2,C9H12N3O10P2,Presence
DCTUP,ump_c,UMP C9H11N2O9P,C9H11N2O9P,Presence
PYNP2r_1,uri_c,Uridine,C9H12N2O6,Presence
PYNP2r_1,r1p_c,Alpha-D-Ribose 1-phosphate,C5H9O8P,Presence
PYNP2r_1,ura_c,Uracil,C4H4N2O2,Presence
